type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	vntype	haslength
PhysicalObject	58:01.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a15d69-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a15d69-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 345.0; TailLength: 86.0; HindFoot: 46.0; EarLength: 16.0; BodyMass: 610.0	96a15d69-1ed8-11e3-bfac-90b11c41863e	155417		KOEPPL J W		male						SB							BS 3721; SKELETON NOT FOUND 1997 MAE											8/19/1975		231	231	1975	8	19	8/19/1975									North America				U S A		MONTANA	MADISON CO		"PONY, N OF; CATARACT CANYON, SITE C"											Georeferenced as Pony	45.65	-111.89	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								345	total length	1	610	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:02.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a160dd-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a160dd-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 345.0; TailLength: 97.0; HindFoot: 54.0; EarLength: 19.0; BodyMass: 518.5	96a160dd-1ed8-11e3-bfac-90b11c41863e	155418		KOEPPL J W		male						SB							BS 3722											8/19/1975		231	231	1975	8	19	8/19/1975									North America				U S A		MONTANA	MADISON CO		"PONY, N OF; CATARACT CANYON, SITE C"											Georeferenced as Pony	45.65	-111.89	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								345	total length	1	518.5	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:03.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a16830-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a16830-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 277.0; TailLength: 83.0; HindFoot: 48.0; EarLength: 20.0; BodyMass: 184.9	96a16830-1ed8-11e3-bfac-90b11c41863e	155420		KOEPPL J W		male						SB																		8/19/1975		231	231	1975	8	19	8/19/1975									North America				U S A		MONTANA	MADISON CO		"PONY, N OF; CATARACT CANYON, SITE C"											Georeferenced as Pony	45.65	-111.89	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								277	total length	1	184.9	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:06.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1761d-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1761d-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 296.0; TailLength: 94.0; HindFoot: 51.0; EarLength: 19.0; BodyMass: 229.6	96a1761d-1ed8-11e3-bfac-90b11c41863e	155424		KOEPPL J W		male						SB																		8/19/1975		231	231	1975	8	19	8/19/1975									North America				U S A		MONTANA	MADISON CO		"PONY, N OF; CATARACT CANYON, SITE C"											Georeferenced as Pony	45.65	-111.89	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								296	total length	1	229.6	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:09.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a186b2-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a186b2-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 308.0; TailLength: 95.0; HindFoot: 51.0; EarLength: 16.0; BodyMass: 246.4	96a186b2-1ed8-11e3-bfac-90b11c41863e	155427		KOEPPL J W		female						SS																		8/18/1975		230	230	1975	8	18	8/18/1975									North America				U S A		MONTANA	MADISON CO		"PONY, N OF; CATARACT CANYON, SITE D"											Georeferenced as Pony	45.65	-111.89	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								308	total length	1	246.4	1		F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:10.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a18c5a-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a18c5a-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 327.0; TailLength: 90.0; HindFoot: 50.0; EarLength: 21.0; BodyMass: 284.7	96a18c5a-1ed8-11e3-bfac-90b11c41863e	155428		KOEPPL J W		male						SB																		8/18/1975		230	230	1975	8	18	8/18/1975									North America				U S A		MONTANA	MADISON CO		"PONY, N OF; CATARACT CANYON, SITE D"											Georeferenced as Pony	45.65	-111.89	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								327	total length	1	284.7	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:10.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a19021-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a19021-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 337.0; TailLength: 100.0; HindFoot: 52.0; EarLength: 20.0; BodyMass: 321.4	96a19021-1ed8-11e3-bfac-90b11c41863e	155429		KOEPPL J W		male						SN																		5/1/1975		121	121	1975	5	1	5/1/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								337	total length	1	321.4	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:14.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1a67b-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1a67b-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 372.0; TailLength: 96.0; HindFoot: 49.0; EarLength: 22.0; BodyMass: 520.6	96a1a67b-1ed8-11e3-bfac-90b11c41863e	155433		KOEPPL J W		male						SN																		5/2/1975		122	122	1975	5	2	5/2/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								372	total length	1	520.6	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:16.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1b6b4-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1b6b4-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 340.0; TailLength: 104.0; HindFoot: 52.0; EarLength: 22.0; BodyMass: 269.5	96a1b6b4-1ed8-11e3-bfac-90b11c41863e	155436		KOEPPL J W		male						SN																		5/3/1975		123	123	1975	5	3	5/3/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								340	total length	1	269.5	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:17.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1bbeb-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1bbeb-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 384.0; TailLength: 109.0; HindFoot: 53.0; EarLength: 23.0; BodyMass: 466.4	96a1bbeb-1ed8-11e3-bfac-90b11c41863e	155437		KOEPPL J W		male						SN							CAPTURED 12 MAY 1975											7/1/1975		182	182	1975	7	1	7/1/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								384	total length	1	466.4	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:19.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1ce14-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1ce14-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 352.0; TailLength: 92.0; HindFoot: 51.0; EarLength: 21.0; BodyMass: 395.3	96a1ce14-1ed8-11e3-bfac-90b11c41863e	155440		KOEPPL J W		female						SN							CAPTURED 17 MAY 1975											5/25/1975		145	145	1975	5	25	5/25/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								352	total length	1	395.3	1		F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:21.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1da82-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1da82-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 370.0; TailLength: 100.0; HindFoot: 50.0; EarLength: 22.0; BodyMass: 478.9	96a1da82-1ed8-11e3-bfac-90b11c41863e	155442		KOEPPL J W		female						SN							CAPTURED 17 MAY 1975											5/25/1975		145	145	1975	5	25	5/25/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								370	total length	1	478.9	1		F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:22.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1ede1-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1ede1-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			; HindFoot: 49.0; EarLength: 23.0; BodyMass: 413.5	96a1ede1-1ed8-11e3-bfac-90b11c41863e	155444		KOEPPL J W		male						SN																		5/17/1975		137	137	1975	5	17	5/17/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus											413.5	1		M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	0
PhysicalObject	58:23.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a1fc76-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a1fc76-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 348.0; TailLength: 106.0; HindFoot: 52.0; EarLength: 17.0; BodyMass: 316.7	96a1fc76-1ed8-11e3-bfac-90b11c41863e	155445		KOEPPL J W		female						SN																		5/17/1975		137	137	1975	5	17	5/17/1975									North America				U S A		MONTANA	MADISON CO		"HARRISON, 1.5 MI N OF; CEMETARY CORNER"												45.72	-111.78	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								348	total length	1	316.7	1		F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:25.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a2052c-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a2052c-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 293.0; TailLength: 71.0; HindFoot: 43.0; EarLength: 16.0; BodyMass: 214.3	96a2052c-1ed8-11e3-bfac-90b11c41863e	155447		KOEPPL J W		female						SN							CAPTURED 27 MAY 1975											6/22/1975		173	173	1975	6	22	6/22/1975									North America				U S A		MONTANA	MADISON CO		"PONY, 6.5 MI S, 1 MI W OF; POTOSI CANYON"												45.56	-111.91	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								293	total length	1	214.3	1		F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
PhysicalObject	58:25.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 96a208de-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=96a208de-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 342.0; TailLength: 92.0; HindFoot: 51.0; EarLength: 20.0; BodyMass: 404.7	96a208de-1ed8-11e3-bfac-90b11c41863e	155448		KOEPPL J W		undetermined						SN							CAPTURED 27 MAY 1975											7/9/1975		190	190	1975	7	9	7/9/1975									North America				U S A		MONTANA	MADISON CO		"PONY, 6.5 MI S, 1 MI W OF; POTOSI CANYON"												45.56	-111.91	WGS84						decimal degrees				Sean P. Maher	5/1/2007		Topozone.com																															Urocitellus columbianus columbianus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus	columbianus								342	total length	1	404.7	1		UN		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	3/28/2016	9/15/2016	no migrator	0	0	0	0	specimen	1
